epoch,accuracy,loss
0,0.7055580615997314,0.03368236497044563
1,0.7035470604896545,0.033281292766332626
2,0.7065635919570923,0.03326787054538727
3,0.7063208818435669,0.03324982523918152
4,0.7105509638786316,0.033245500177145004
5,0.7100655436515808,0.03324084356427193
6,0.7083665728569031,0.03322538360953331
7,0.7105162739753723,0.033225592225790024
8,0.7059047818183899,0.033218514174222946
9,0.7089213132858276,0.033212460577487946
10,0.7072917222976685,0.033203866332769394
11,0.7088173031806946,0.03320919722318649
12,0.7062861919403076,0.03320726379752159
13,0.7071183323860168,0.03319758176803589
14,0.703477680683136,0.033199988305568695
15,0.7066676020622253,0.03319134935736656
16,0.7065635919570923,0.033196721225976944
17,0.7028189301490784,0.033189598470926285
18,0.7025415301322937,0.033188596367836
19,0.7044138312339783,0.033188920468091965
20,0.7043792009353638,0.03317946195602417
21,0.7013279795646667,0.0331878699362278
22,0.7032696604728699,0.03318238630890846
23,0.7020214200019836,0.03318684920668602
24,0.706112802028656,0.03317568078637123
25,0.7010852694511414,0.03316793218255043
26,0.7015706896781921,0.03317483514547348
27,0.7016400098800659,0.03315891698002815
28,0.6995596289634705,0.033162135630846024
29,0.7013972997665405,0.033159755170345306
30,0.6990048885345459,0.03315870091319084
31,0.6989008784294128,0.03316236659884453
32,0.6988661885261536,0.03315100446343422
33,0.6960576772689819,0.033152025192976
34,0.695364236831665,0.033144883811473846
35,0.6962657570838928,0.03314724192023277
36,0.6974446177482605,0.03314296528697014
37,0.6975833177566528,0.03314705193042755
38,0.6948094964027405,0.033139992505311966
39,0.696993887424469,0.033140186220407486
40,0.6951562166213989,0.033132076263427734
41,0.6947401165962219,0.03312595933675766
42,0.6938386559486389,0.033128220587968826
43,0.6938732862472534,0.03312152251601219
44,0.691411554813385,0.03312620893120766
45,0.6919316053390503,0.033121272921562195
46,0.6929718255996704,0.033113859593868256
47,0.6929024457931519,0.03311464190483093
48,0.6898512244224548,0.033114366233348846
49,0.692625105381012,0.033109087496995926
