epoch,accuracy,loss
0,0.001005373545922339,0.050765376538038254
1,0.0,0.05069848895072937
2,0.0,0.050691116601228714
3,0.0,0.050669219344854355
4,0.0,0.05067140609025955
5,0.0,0.050663530826568604
6,0.0,0.05067091062664986
7,0.0,0.05066751688718796
8,0.0,0.05066443607211113
9,0.0,0.05066483095288277
10,0.0,0.05065740644931793
11,0.0,0.050657276064157486
12,0.0,0.0506509393453598
13,0.0,0.05065322667360306
14,0.0,0.05065321549773216
15,0.0,0.050648096948862076
16,0.0,0.05064848065376282
17,0.0,0.05064723268151283
18,0.5763910412788391,0.026179291307926178
19,0.7030681371688843,0.020915573462843895
20,0.7060842514038086,0.02090400829911232
21,0.7056335806846619,0.020896993577480316
22,0.7033801078796387,0.02088911086320877
23,0.7052868604660034,0.020885245874524117
24,0.7034841179847717,0.020880211144685745
25,0.7017507553100586,0.020872587338089943
26,0.7034841179847717,0.020873280242085457
27,0.702548086643219,0.020871372893452644
28,0.7007800340652466,0.02087009884417057
29,0.7031374573707581,0.020861122757196426
30,0.7032067775726318,0.020858699455857277
31,0.7013694047927856,0.02085946500301361
32,0.7023400664329529,0.020854610949754715
33,0.7050788402557373,0.020863676443696022
34,0.7023400664329529,0.02084692008793354
35,0.7034841179847717,0.020856136456131935
36,0.702652096748352,0.020848417654633522
37,0.7044201493263245,0.02083626575767994
38,0.7017507553100586,0.020840683951973915
39,0.7010573744773865,0.020841535180807114
40,0.7019934058189392,0.02083638310432434
41,0.7041428089141846,0.020830921828746796
42,0.7003986835479736,0.020827937871217728
43,0.7016467452049255,0.020829765126109123
44,0.7024094462394714,0.020822472870349884
45,0.70168137550354,0.02081669680774212
46,0.7013347148895264,0.020825887098908424
47,0.7004333734512329,0.02082814835011959
48,0.7006760239601135,0.02080998383462429
49,0.6993586421012878,0.02081413008272648
