epoch,accuracy,loss
0,0.7145730257034302,0.02959681861102581
1,0.7050726413726807,0.021703504025936127
2,0.7083318829536438,0.016906794160604477
3,0.7075690627098083,0.016873696818947792
4,0.7082278728485107,0.016853105276823044
5,0.7051073312759399,0.016835058107972145
6,0.7070490121841431,0.01680893450975418
7,0.7070143222808838,0.016816936433315277
8,0.7084012627601624,0.016813158988952637
9,0.7030269503593445,0.016786744818091393
10,0.7073957324028015,0.016786593943834305
11,0.7052806615829468,0.016778459772467613
12,0.705211341381073,0.01677875779569149
13,0.7049339413642883,0.016778195276856422
14,0.7059047818183899,0.016754385083913803
15,0.7062515020370483,0.01674589142203331
16,0.7076037526130676,0.0167460348457098
17,0.7035123705863953,0.016749171540141106
18,0.7052460312843323,0.016733555123209953
19,0.7044138312339783,0.016743386164307594
20,0.7025415301322937,0.016739515587687492
21,0.7036857008934021,0.0167267844080925
22,0.7040324807167053,0.01672755740582943
23,0.7012932896614075,0.0167128536850214
24,0.7029922604560852,0.016705641523003578
25,0.6994209885597229,0.016711339354515076
26,0.7024028301239014,0.01671053282916546
27,0.7006691694259644,0.01669556088745594
28,0.702160120010376,0.016705946996808052
29,0.6992475986480713,0.016691438853740692
30,0.6990742087364197,0.016698449850082397
31,0.6969591975212097,0.016691120341420174
32,0.696161687374115,0.01668320968747139
33,0.6977566480636597,0.016683321446180344
34,0.6971672177314758,0.01668095961213112
35,0.6971672177314758,0.01667880453169346
36,0.6974793076515198,0.01666288636624813
37,0.6960576772689819,0.016669461503624916
38,0.6988661885261536,0.01665937528014183
39,0.6981380581855774,0.01665830984711647
40,0.6968551874160767,0.01665703020989895
41,0.6968898177146912,0.016645699739456177
42,0.6942893862724304,0.016647398471832275
43,0.6968551874160767,0.01664244569838047
44,0.6966471076011658,0.016637282446026802
45,0.6969245076179504,0.01663820818066597
46,0.6952949166297913,0.016650578007102013
47,0.695780336856842,0.016630111262202263
48,0.6947748064994812,0.01663053222000599
49,0.6930064558982849,0.016612153500318527
